Benchmark,Method 1,Method 2,Method 3,Method 4
0.0004783014631740186,0.00026289785379162177,7.568620406149878e-6,0.0,0.0001625955310008542
0.0003423877507940735,0.0019019193803110595,0.0001954547816092326,0.0,0.0
0.0,0.001911904358991713,0.0,3.618791062226877e-5,0.0
0.0004986228572260302,0.00015913131466151212,2.8688409019034808e-5,0.000289045935416334,2.8688409019034808e-5
0.0,7.448966535216301e-5,0.0005808452938246305,0.0,3.052862367957349e-5
5.030193437527294e-5,0.0012857669062373762,2.884477537622416e-5,5.030193437527294e-5,1.276097213758639e-5
0.0,0.00029456184676930126,0.0,0.0003674024796074294,0.0003376196018405978
6.66785973922625e-6,0.0004579728714172379,0.00012001348449738066,0.0005067454961809601,0.00037461689947714146
8.394173758391227e-5,0.0002124544704167802,8.394173758426876e-5,8.394173758426876e-5,3.9496427607747506e-5
7.495675322317949e-5,0.00014141924759767,0.0,0.0002588746465025657,0.0
